IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
IPR020683	Ankyrin repeat-containing domain
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR026961	PGG domain
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR002110	Ankyrin repeat
IPR020683	Ankyrin repeat-containing domain
IPR006966	Peroxin-3
IPR027246	Eukaryotic porin/Tom40
IPR027246	Eukaryotic porin/Tom40

IPR032830	Helicase XPB/Ssl2, N-terminal domain
IPR006935	Helicase/UvrB, N-terminal
IPR001650	Helicase, C-terminal
IPR001161	Helicase XPB/Ssl2
IPR032438	ERCC3/RAD25/XPB helicase, C-terminal domain












IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR001360	Glycoside hydrolase family 1
IPR001810	F-box domain
IPR006652	Kelch repeat type 1
IPR005024	Snf7 family
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR006379	HAD-superfamily hydrolase, subfamily IIB
IPR003337	Trehalose-phosphatase
IPR003337	Trehalose-phosphatase
IPR004827	Basic-leucine zipper domain
IPR004827	Basic-leucine zipper domain
IPR017451	F-box associated interaction domain
IPR001810	F-box domain
IPR005508	Protein of unknown function DUF313
IPR003340	B3 DNA binding domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002156	Ribonuclease H domain
IPR007033	RAB6-interacting golgin
IPR007033	RAB6-interacting golgin
IPR032817	Mon2, C-terminal
IPR032817	Mon2, C-terminal
IPR032691	Guanine nucleotide exchange factor, N-terminal
IPR032629	Mon2, dimerisation and cyclophilin-binding domain
IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain
IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain
IPR001406	Pseudouridine synthase I, TruA
IPR002777	Prefoldin beta-like
IPR002777	Prefoldin beta-like
IPR005172	CRC domain
IPR005172	CRC domain
IPR005172	CRC domain
IPR000010	Cystatin domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR001353	Proteasome, subunit alpha/beta
IPR023333	Proteasome B-type subunit
IPR001353	Proteasome, subunit alpha/beta
IPR023333	Proteasome B-type subunit
IPR003675	CAAX prenyl protease 2
IPR000426	Proteasome alpha-subunit, N-terminal domain
IPR001353	Proteasome, subunit alpha/beta
IPR023332	Proteasome alpha-type subunit
IPR000426	Proteasome alpha-subunit, N-terminal domain
IPR001353	Proteasome, subunit alpha/beta
IPR023332	Proteasome alpha-type subunit
IPR013094	Alpha/beta hydrolase fold-3
IPR005175	PPC domain
IPR005175	PPC domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR004827	Basic-leucine zipper domain
IPR004827	Basic-leucine zipper domain
IPR003676	Small auxin-up RNA
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR005299	SAM dependent carboxyl methyltransferase
IPR013823	Ribosomal protein L7/L12, C-terminal
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR001199	Cytochrome b5-like heme/steroid binding domain
IPR000741	Fructose-bisphosphate aldolase, class-I
IPR007612	LURP-one-related
IPR005822	Ribosomal protein L13
IPR005755	Ribosomal protein L13, eukaryotic/archaeal
IPR000834	Peptidase M14, carboxypeptidase A
IPR000834	Peptidase M14, carboxypeptidase A
IPR000834	Peptidase M14, carboxypeptidase A
IPR000834	Peptidase M14, carboxypeptidase A
IPR000834	Peptidase M14, carboxypeptidase A
IPR012442	Protein of unknown function DUF1645, plant
IPR025846	PMR5 N-terminal domain
IPR026057	PC-Esterase
IPR002938	FAD-binding domain
IPR002938	FAD-binding domain




IPR001789	Signal transduction response regulator, receiver domain
IPR001789	Signal transduction response regulator, receiver domain
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR005828	Major facilitator,  sugar transporter-like
IPR020846	Major facilitator superfamily domain
IPR003663	Sugar/inositol transporter
IPR006814	Photosystem II PsbR
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR001440	Tetratricopeptide repeat 1


IPR019734	Tetratricopeptide repeat
IPR013105	Tetratricopeptide repeat 2
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR003594	Histidine kinase/HSP90-like ATPase
IPR020575	Heat shock protein Hsp90, N-terminal
IPR020575	Heat shock protein Hsp90, N-terminal
IPR020575	Heat shock protein Hsp90, N-terminal
IPR020575	Heat shock protein Hsp90, N-terminal
IPR020575	Heat shock protein Hsp90, N-terminal
IPR020575	Heat shock protein Hsp90, N-terminal
IPR020575	Heat shock protein Hsp90, N-terminal
IPR001404	Heat shock protein Hsp90 family
IPR008540	BES1/BZR1 plant transcription factor, N-terminal
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR013187	F-box associated domain, type 3
IPR001810	F-box domain
IPR005828	Major facilitator,  sugar transporter-like
IPR020846	Major facilitator superfamily domain
IPR004738	Phosphate permease
IPR005828	Major facilitator,  sugar transporter-like
IPR020846	Major facilitator superfamily domain
IPR004738	Phosphate permease
IPR021911	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523
IPR003959	ATPase, AAA-type, core
IPR006045	Cupin 1
IPR006045	Cupin 1
IPR001452	SH3 domain
IPR001452	SH3 domain
IPR002139	Ribokinase/fructokinase
IPR002139	Ribokinase/fructokinase
IPR002139	Ribokinase/fructokinase
IPR011611	Carbohydrate kinase PfkB
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR009606	Modifying wall lignin-1/2
IPR006685	Mechanosensitive ion channel MscS
IPR001810	F-box domain
IPR002838	Mitochondrial biogenesis protein AIM24
IPR002912	ACT domain
IPR002912	ACT domain

IPR002912	ACT domain
IPR002912	ACT domain
IPR002912	ACT domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR025521	Neprosin activation peptide
IPR004314	Neprosin
IPR012945	Tubulin binding cofactor C-like domain
IPR017901	C-CAP/cofactor C-like domain
IPR012936	Endoplasmic reticulum vesicle transporter, C-terminal
IPR013766	Thioredoxin domain
IPR039542	Endoplasmic reticulum vesicle transporter, N-terminal
IPR013766	Thioredoxin domain
IPR009653	Protein kish
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR022087	Protein DA1-like
IPR001781	Zinc finger, LIM-type
IPR001781	Zinc finger, LIM-type
IPR008139	Saposin B type domain
IPR007856	Saposin-like type B, region 1
IPR007856	Saposin-like type B, region 1
IPR008138	Saposin B type, region 2
IPR008138	Saposin B type, region 2
IPR008139	Saposin B type domain
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR000719	Protein kinase domain
IPR002048	EF-hand domain
IPR002048	EF-hand domain
IPR000719	Protein kinase domain
IPR002048	EF-hand domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR001650	Helicase, C-terminal
IPR011545	DEAD/DEAH box helicase domain
IPR014014	RNA helicase, DEAD-box type, Q motif
IPR001650	Helicase, C-terminal
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR002125	Cytidine and deoxycytidylate deaminase domain
IPR002125	Cytidine and deoxycytidylate deaminase domain
IPR002182	NB-ARC
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain




IPR011713	Leucine-rich repeat 3
IPR011713	Leucine-rich repeat 3
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR000743	Glycoside hydrolase, family 28
IPR000048	IQ motif, EF-hand binding site
IPR005559	CG-1 DNA-binding domain
IPR000048	IQ motif, EF-hand binding site
IPR020683	Ankyrin repeat-containing domain
IPR002110	Ankyrin repeat
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR005559	CG-1 DNA-binding domain
IPR000048	IQ motif, EF-hand binding site
IPR020683	Ankyrin repeat-containing domain
IPR001650	Helicase, C-terminal
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR000330	SNF2-related, N-terminal domain
IPR001841	Zinc finger, RING-type
IPR001650	Helicase, C-terminal


IPR013210	Leucine-rich repeat-containing N-terminal, plant-type


IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR022227	Protein of unknown function DUF3754
IPR008796	Photosystem I reaction centre subunit N, chloroplastic
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR015194	ISWI, HAND domain
IPR017884	SANT domain
IPR000330	SNF2-related, N-terminal domain
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR015195	SLIDE domain
IPR006936	ALOG domain
IPR006936	ALOG domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR001810	F-box domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR001810	F-box domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR001810	F-box domain
IPR018392	LysM domain
IPR018392	LysM domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR003882	Pistil-specific extensin-like protein
IPR003882	Pistil-specific extensin-like protein
IPR002293	Amino acid/polyamine transporter I
IPR029485	Cationic amino acid transporter, C-terminal
IPR002935	Class I-like SAM-dependent O-methyltransferase
IPR002935	Class I-like SAM-dependent O-methyltransferase
IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR000217	Tubulin
IPR003008	Tubulin/FtsZ, GTPase domain
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR002453	Beta tubulin
IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase
IPR010987	Glutathione S-transferase, C-terminal-like
IPR004045	Glutathione S-transferase, N-terminal
IPR017877	Myb-like domain
IPR004045	Glutathione S-transferase, N-terminal
IPR025558	Domain of unknown function DUF4283
IPR006155	Josephin domain
IPR006155	Josephin domain
IPR006094	FAD linked oxidase, N-terminal
IPR016166	FAD-binding domain, PCMH-type
IPR012951	Berberine/berberine-like
IPR004158	Protein of unknown function DUF247, plant
IPR004158	Protein of unknown function DUF247, plant
IPR004142	NDRG
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR006458	Ovate  protein family, C-terminal
IPR005061	Vacuolar protein sorting-associated protein Ist1
IPR005508	Protein of unknown function DUF313
IPR003340	B3 DNA binding domain
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR003441	NAC domain
IPR003441	NAC domain
IPR002022	Pectate lyase
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR004895	Prenylated rab acceptor PRA1
IPR011650	Peptidase M20, dimerisation domain
IPR002933	Peptidase M20
IPR010159	N-acyl-L-amino-acid amidohydrolase
IPR001915	Peptidase M48
IPR008502	Prolamin-like domain
IPR013212	Mad3/Bub1 homology region 1
IPR013212	Mad3/Bub1 homology region 1
IPR002562	3'-5' exonuclease domain
IPR002121	HRDC domain
IPR001810	F-box domain
IPR013187	F-box associated domain, type 3
IPR017451	F-box associated interaction domain
IPR032263	ATP-citrate synthase, citrate-binding domain
IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR001810	F-box domain
IPR013187	F-box associated domain, type 3
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR000535	Major sperm protein (MSP) domain
IPR000535	Major sperm protein (MSP) domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR003441	NAC domain
IPR003441	NAC domain
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR000719	Protein kinase domain
IPR021820	S-locus receptor kinase, C-terminal
IPR004837	Sodium/calcium exchanger membrane region
IPR004837	Sodium/calcium exchanger membrane region
IPR018939	Autophagy-related protein 27
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR006652	Kelch repeat type 1
IPR006652	Kelch repeat type 1
IPR001810	F-box domain
IPR006043	Xanthine/uracil/vitamin C permease
IPR003035	RWP-RK domain
IPR003035	RWP-RK domain
IPR004911	Gamma interferon inducible lysosomal thiol reductase GILT
IPR001739	Methyl-CpG DNA binding
IPR017956	AT hook, DNA-binding motif
IPR017956	AT hook, DNA-binding motif
IPR001739	Methyl-CpG DNA binding
IPR017956	AT hook, DNA-binding motif
IPR017956	AT hook, DNA-binding motif
IPR000649	Initiation factor 2B-related
IPR022644	Orn/DAP/Arg decarboxylase 2, N-terminal
IPR002986	Diaminopimelate decarboxylase, LysA
IPR002986	Diaminopimelate decarboxylase, LysA
IPR002986	Diaminopimelate decarboxylase, LysA
IPR002986	Diaminopimelate decarboxylase, LysA
IPR000183	Ornithine/DAP/Arg decarboxylase
IPR000183	Ornithine/DAP/Arg decarboxylase
IPR000183	Ornithine/DAP/Arg decarboxylase
IPR000183	Ornithine/DAP/Arg decarboxylase
IPR000183	Ornithine/DAP/Arg decarboxylase
IPR022643	Orn/DAP/Arg decarboxylase 2, C-terminal
IPR002986	Diaminopimelate decarboxylase, LysA
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR018451	NAF/FISL domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR004041	NAF domain
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001192	Phosphoinositide phospholipase C family
IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain
IPR000008	C2 domain

IPR000008	C2 domain
IPR015359	Phosphoinositide-specific phospholipase C, EF-hand-like domain
IPR000909	Phosphatidylinositol-specific phospholipase C, X domain
IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain

IPR007197	Radical SAM
IPR027492	Dual-specificity RNA methyltransferase RlmN
IPR020831	Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020831	Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020831	Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020831	Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020831	Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020828	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain
IPR006424	Glyceraldehyde-3-phosphate dehydrogenase, type I
IPR020829	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR031468	Synaptotagmin-like mitochondrial-lipid-binding domain
IPR039010	Synaptotagmin, SMP domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000008	C2 domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2
IPR007273	SCAMP
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
IPR025875	Leucine rich repeat 4
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR025875	Leucine rich repeat 4
IPR000719	Protein kinase domain
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR001611	Leucine-rich repeat
IPR000719	Protein kinase domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR001047	Ribosomal protein S8e
IPR022309	Ribosomal protein S8e/ribosomal biogenesis NSA2
IPR013591	Brevis radix (BRX) domain
IPR013591	Brevis radix (BRX) domain
IPR013591	Brevis radix (BRX) domain
IPR013591	Brevis radix (BRX) domain
IPR013591	Brevis radix (BRX) domain
IPR027988	Transcription factor  BREVIS RADIX, N-terminal domain
IPR001985	S-adenosylmethionine decarboxylase
IPR001985	S-adenosylmethionine decarboxylase
IPR001985	S-adenosylmethionine decarboxylase
IPR001985	S-adenosylmethionine decarboxylase
IPR001985	S-adenosylmethionine decarboxylase
IPR001985	S-adenosylmethionine decarboxylase
IPR000008	C2 domain
IPR010402	CCT domain
IPR010402	CCT domain
IPR025846	PMR5 N-terminal domain
IPR026057	PC-Esterase
IPR011498	Kelch repeat type 2

IPR001810	F-box domain


IPR000014	PAS domain
IPR000014	PAS domain
IPR000014	PAS domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain

IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR004333	SBP domain
IPR004333	SBP domain
IPR006706	Extensin domain
IPR006706	Extensin domain
IPR006706	Extensin domain
IPR006969	Stigma-specific protein Stig1
IPR007877	Protein of unknown function DUF707
IPR007877	Protein of unknown function DUF707
